Federal organization,Fiscal year,GHG source,GHG scope,Energy use (GJ),Emissions (kt),Energy use category,Data_present
4.0,2021,0,1,743,0,0,True
4.0,2021,0,1,8349,0,0,True
4.0,2021,0,1,3,0,0,True
4.0,2021,0,1,187276,9,1,True
4.0,2021,0,2,8354,0,0,True
4.0,2021,0,2,100145,6,1,True
4.0,2021,1,1,764,0,0,True
4.0,2021,1,1,160,0,0,True
4.0,2021,1,1,44032,2,1,True
5.0,2021,0,1,6828,0,0,True
5.0,2021,0,2,15956,0,1,True
6.0,2021,0,1,458,0,0,True
6.0,2021,0,1,20642,1,1,True
6.0,2021,0,2,48465,0,1,True
6.0,2021,1,1,61,0,0,True
6.0,2021,1,1,105,0,0,True
6.0,2021,1,1,0,0,0,True
7.0,2021,0,1,10416,0,1,True
7.0,2021,0,1,60909,4,1,True
7.0,2021,0,1,6213,0,0,True
7.0,2021,0,1,1425340,72,2,True
7.0,2021,0,2,716637,31,1,True
7.0,2021,1,1,921,0,0,True
7.0,2021,1,1,14,0,0,True
7.0,2021,1,1,87,0,0,True
7.0,2021,1,1,166,0,0,True
7.0,2021,1,1,25962,1,1,True
7.0,2021,1,1,0,0,0,True
8.0,2021,0,1,2448,0,0,True
8.0,2021,0,2,839,0,0,True
8.0,2021,1,1,107,0,0,True
8.0,2021,1,1,544,0,0,True
9.0,2021,1,1,611,0,0,True
10.0,2021,0,1,7495,0,0,True
10.0,2021,0,1,915,0,0,True
10.0,2021,0,1,23378,1,1,True
10.0,2021,0,1,1586,0,0,True
10.0,2021,0,1,122178,6,1,True
10.0,2021,0,2,99969,2,1,True
10.0,2021,1,1,10837,0,1,True
10.0,2021,1,1,85,0,0,True
10.0,2021,1,1,556,0,0,True
10.0,2021,1,1,25714,1,1,True
11.0,2021,0,1,241,0,0,True
11.0,2021,0,1,3387,0,0,True
11.0,2021,0,1,33029,2,1,True
11.0,2021,0,1,10178,0,1,True
11.0,2021,0,1,88035,4,1,True
11.0,2021,0,2,24554,1,1,True
11.0,2021,0,2,245791,13,1,True
11.0,2021,1,1,29439,2,1,True
11.0,2021,1,1,19,0,0,True
11.0,2021,1,1,99,0,0,True
11.0,2021,1,1,963,0,0,True
11.0,2021,1,1,64782,4,1,True
11.0,2021,1,1,2,0,0,True
12.0,2021,0,1,331,0,0,True
12.0,2021,0,1,34380,1,1,True
12.0,2021,0,2,32075,0,1,True
12.0,2021,0,2,8193,0,0,True
12.0,2021,0,2,75168,6,1,True
12.0,2021,0,2,80140,0,1,True
12.0,2021,1,1,102,0,0,True
12.0,2021,1,1,18,0,0,True
12.0,2021,1,1,3487,0,0,True
13.0,2021,1,1,314,0,0,True
14.0,2021,0,1,2,0,0,True
14.0,2021,0,1,58,0,0,True
14.0,2021,0,2,8920,0,0,True
14.0,2021,1,1,659,0,0,True
14.0,2021,1,1,2,0,0,True
14.0,2021,1,1,127,0,0,True
14.0,2021,1,1,22423,1,1,True
14.0,2021,1,1,1,0,0,True
15.0,2021,0,1,153,0,0,True
15.0,2021,0,1,270,0,0,True
15.0,2021,0,1,9300,0,0,True
15.0,2021,0,2,8780,0,0,True
15.0,2021,1,1,546,0,0,True
15.0,2021,1,1,1,0,0,True
15.0,2021,1,1,2,0,0,True
15.0,2021,1,1,20,0,0,True
15.0,2021,1,1,4558,0,0,True
16.0,2021,0,1,46,0,0,True
16.0,2021,0,1,52555,2,1,True
16.0,2021,0,2,46078,0,1,True
,2021,0,1,249,0,0,True
,2021,0,1,3721,0,0,True
,2021,0,2,4407,0,0,True
17.0,2021,0,1,289136,19,1,True
17.0,2021,0,1,2197,0,0,True
17.0,2021,0,1,4034,0,0,True
17.0,2021,0,1,29733,2,1,True
17.0,2021,0,1,492773,35,1,True
17.0,2021,0,1,64885,3,1,True
17.0,2021,0,1,5915133,295,2,True
17.0,2021,0,2,703,0,0,True
17.0,2021,0,2,63684,5,1,True
17.0,2021,0,2,3148023,119,2,True
17.0,2021,1,1,101,0,0,True
17.0,2021,1,1,182312,13,1,True
17.0,2021,1,1,590,0,0,True
17.0,2021,1,1,7181,0,0,True
17.0,2021,1,1,18473,1,1,True
17.0,2021,1,1,110391,7,1,True
17.0,2021,1,1,797,0,0,True
18.0,2021,0,1,6289,0,0,True
18.0,2021,0,1,856,0,0,True
18.0,2021,0,1,12951,0,1,True
18.0,2021,0,1,4731,0,0,True
18.0,2021,0,1,468039,23,1,True
18.0,2021,0,2,9582,0,0,True
18.0,2021,0,2,38648,3,1,True
18.0,2021,0,2,465190,7,1,True
18.0,2021,1,1,12459,0,1,True
18.0,2021,1,1,34,0,0,True
18.0,2021,1,1,1708,0,0,True
19.0,2021,0,1,126,0,0,True
19.0,2021,0,1,7335,0,0,True
19.0,2021,0,1,1181,0,0,True
19.0,2021,0,1,262874,13,1,True
19.0,2021,0,2,587,0,0,True
19.0,2021,0,2,11896,0,1,True
19.0,2021,0,2,166230,4,1,True
19.0,2021,1,1,2127,0,0,True
19.0,2021,1,1,8,0,0,True
19.0,2021,1,1,15,0,0,True
19.0,2021,1,1,163,0,0,True
19.0,2021,1,1,9145,0,0,True
20.0,2021,0,1,13121,0,1,True
20.0,2021,0,1,38138,2,1,True
20.0,2021,0,1,49404,3,1,True
20.0,2021,0,1,91592,4,1,True
20.0,2021,0,2,187871,8,1,True
20.0,2021,1,1,66778,4,1,True
20.0,2021,1,1,27828,1,1,True
20.0,2021,1,1,39992,2,1,True
20.0,2021,1,1,78122,5,1,True
,2021,0,1,83,0,0,True
,2021,0,1,1290,0,0,True
,2021,0,1,140021,7,1,True
,2021,0,2,76716,0,1,True
21.0,2021,0,1,1383,0,0,True
21.0,2021,0,1,97717,4,1,True
21.0,2021,0,2,87953,0,1,True
21.0,2021,1,1,151,0,0,True
22.0,2021,0,1,144,0,0,True
22.0,2021,0,1,64498,4,1,True
22.0,2021,0,1,17290,1,1,True
22.0,2021,0,1,922102,46,1,True
22.0,2021,0,2,335091,0,1,True
22.0,2021,0,2,61174,5,1,True
22.0,2021,0,2,505765,42,1,True
22.0,2021,0,2,2499152,17,2,True
22.0,2021,1,1,2069,0,0,True
22.0,2021,1,1,9,0,0,True
22.0,2021,1,1,15,0,0,True
22.0,2021,1,1,24,0,0,True
22.0,2021,1,1,7403,0,0,True
23.0,2021,0,1,2159,0,0,True
23.0,2021,0,1,18446,1,1,True
23.0,2021,0,1,45646,3,1,True
23.0,2021,0,1,49987,3,1,True
23.0,2021,0,1,322557,16,1,True
23.0,2021,0,2,442096,30,1,True
23.0,2021,1,1,4440,0,0,True
23.0,2021,1,1,191,0,0,True
23.0,2021,1,1,331,0,0,True
23.0,2021,1,1,25407,1,1,True
23.0,2021,1,1,4,0,0,True
24.0,2021,0,1,3931,0,0,True
24.0,2021,0,2,55337,0,1,True
24.0,2021,1,1,28,0,0,True
24.0,2021,1,1,5677,0,0,True
25.0,2021,0,1,4523,0,0,True
25.0,2021,0,1,23228,1,1,True
25.0,2021,0,1,4188,0,0,True
25.0,2021,0,1,23098,1,1,True
25.0,2021,0,2,106009,1,1,True
25.0,2021,1,1,116821,8,1,True
25.0,2021,1,1,613928,43,1,True
25.0,2021,1,1,155,0,0,True
25.0,2021,1,1,15677,1,1,True
25.0,2021,1,1,17,0,0,True
1.0,2022,0,1,1905,0,0,True
1.0,2022,1,1,8830,0,0,True
1.0,2022,1,1,20789,1,1,True
1.0,2022,0,2,54504,4,1,True
1.0,2022,0,2,412372,19,1,True
1.0,2022,0,1,29397,2,1,True
1.0,2022,1,1,19249,1,1,True
1.0,2022,0,1,430896,21,1,True
1.0,2022,0,1,1148,0,0,True
1.0,2022,1,1,7,0,0,True
2.0,2022,0,1,2303,0,0,True
2.0,2022,1,1,374,0,0,True
2.0,2022,1,1,2190,0,0,True
2.0,2022,0,2,136731,3,1,True
2.0,2022,0,1,7341,0,0,True
2.0,2022,1,1,57923,3,1,True
2.0,2022,0,1,50078,2,1,True
2.0,2022,0,1,3462,0,0,True
2.0,2022,1,1,1,0,0,True
3.0,2022,1,1,1,0,0,True
3.0,2022,1,1,50,0,0,True
3.0,2022,1,1,1851,0,0,True
4.0,2022,0,1,1102,0,0,True
4.0,2022,1,1,707,0,0,True
4.0,2022,0,2,6924,0,0,True
4.0,2022,0,2,104111,6,1,True
4.0,2022,1,1,172,0,0,True
4.0,2022,0,1,350,0,0,True
4.0,2022,0,1,8881,0,0,True
4.0,2022,1,1,50093,3,1,True
4.0,2022,0,1,167404,8,1,True
4.0,2022,0,1,801,0,0,True
5.0,2022,0,1,32,0,0,True
5.0,2022,0,2,16540,0,1,True
5.0,2022,0,1,7982,0,0,True
6.0,2022,0,1,369,0,0,True
6.0,2022,1,1,76,0,0,True
6.0,2022,0,2,53273,0,1,True
6.0,2022,1,1,202,0,0,True
6.0,2022,0,1,15591,0,1,True
6.0,2022,1,1,0,0,0,True
7.0,2022,1,1,297,0,0,True
7.0,2022,0,1,10972,0,1,True
7.0,2022,1,1,0,0,0,True
7.0,2022,1,1,928,0,0,True
7.0,2022,0,2,711617,18,1,True
7.0,2022,0,1,54990,3,1,True
7.0,2022,1,1,50734,3,1,True
7.0,2022,0,1,1389648,70,2,True
7.0,2022,0,1,7681,0,0,True
8.0,2022,1,1,1,0,0,True
8.0,2022,0,2,944,0,0,True
8.0,2022,0,1,2634,0,0,True
8.0,2022,1,1,842,0,0,True
9.0,2022,1,1,2053,0,0,True
10.0,2022,0,1,8570,0,0,True
10.0,2022,0,1,23249,1,1,True
10.0,2022,1,1,1321,0,0,True
10.0,2022,1,1,10320,0,1,True
10.0,2022,0,2,96920,2,1,True
10.0,2022,0,1,750,0,0,True
10.0,2022,1,1,30105,2,1,True
10.0,2022,0,1,116804,5,1,True
10.0,2022,0,1,1492,0,0,True
10.0,2022,1,1,4,0,0,True
11.0,2022,1,1,2405,0,0,True
11.0,2022,0,1,25310,1,1,True
11.0,2022,1,1,32699,2,1,True
11.0,2022,0,2,20059,1,1,True
11.0,2022,0,2,262590,13,1,True
11.0,2022,0,1,28,0,0,True
11.0,2022,0,1,30654,2,1,True
11.0,2022,1,1,76089,5,1,True
11.0,2022,0,1,72696,3,1,True
11.0,2022,0,1,8039,0,0,True
11.0,2022,1,1,10,0,0,True
12.0,2022,0,1,750,0,0,True
12.0,2022,1,1,45,0,0,True
12.0,2022,0,2,23154,0,1,True
12.0,2022,0,2,9197,0,0,True
12.0,2022,1,1,251,0,0,True
12.0,2022,0,2,46834,3,1,True
12.0,2022,0,2,83335,0,1,True
12.0,2022,0,1,60194,3,1,True
12.0,2022,1,1,3530,0,0,True
13.0,2022,1,1,303,0,0,True
14.0,2022,1,1,136,0,0,True
14.0,2022,0,1,3,0,0,True
14.0,2022,1,1,499,0,0,True
14.0,2022,0,2,12903,0,1,True
14.0,2022,0,1,14,0,0,True
14.0,2022,0,1,716,0,0,True
14.0,2022,1,1,25740,1,1,True
14.0,2022,0,1,71,0,0,True
15.0,2022,1,1,122,0,0,True
15.0,2022,0,1,58,0,0,True
15.0,2022,1,1,1275,0,0,True
15.0,2022,0,2,9014,0,0,True
15.0,2022,0,1,8955,0,0,True
15.0,2022,1,1,6863,0,0,True
15.0,2022,0,1,265,0,0,True
16.0,2022,0,1,66,0,0,True
16.0,2022,0,2,61911,0,1,True
16.0,2022,0,1,49552,2,1,True
,2022,0,2,4476,0,0,True
,2022,0,1,3349,0,0,True
,2022,0,1,223,0,0,True
17.0,2022,0,1,290229,19,1,True
17.0,2022,1,1,10,0,0,True
17.0,2022,1,1,24095,1,1,True
17.0,2022,0,1,18876,1,1,True
17.0,2022,0,2,821,0,0,True
17.0,2022,1,1,171490,12,1,True
17.0,2022,0,2,46044,4,1,True
17.0,2022,0,2,3078439,123,2,True
17.0,2022,0,1,0,0,0,True
17.0,2022,0,1,1955,0,0,True
17.0,2022,0,1,463161,32,1,True
17.0,2022,0,1,6005392,298,2,True
17.0,2022,1,1,116591,7,1,True
17.0,2022,0,1,65916,4,1,True
17.0,2022,1,1,650,0,0,True
18.0,2022,1,1,511,0,0,True
18.0,2022,0,1,3087,0,0,True
18.0,2022,1,1,12605,0,1,True
18.0,2022,0,1,1246,0,0,True
18.0,2022,0,2,8689,0,0,True
18.0,2022,1,1,15,0,0,True
18.0,2022,0,2,37737,3,1,True
18.0,2022,0,2,468181,9,1,True
18.0,2022,0,1,9372,0,0,True
18.0,2022,0,1,467474,23,1,True
18.0,2022,1,1,2288,0,0,True
18.0,2022,0,1,5353,0,0,True
19.0,2022,1,1,110,0,0,True
19.0,2022,0,1,208,0,0,True
19.0,2022,0,2,760,0,0,True
19.0,2022,1,1,1549,0,0,True
19.0,2022,0,2,10462,0,1,True
19.0,2022,0,2,171367,4,1,True
19.0,2022,0,1,8765,0,0,True
19.0,2022,0,1,258127,13,1,True
19.0,2022,1,1,9876,0,0,True
19.0,2022,0,1,548,0,0,True
20.0,2022,1,1,79321,5,1,True
20.0,2022,0,1,12031,0,1,True
20.0,2022,1,1,72122,5,1,True
20.0,2022,0,2,193648,7,1,True
20.0,2022,0,1,44436,3,1,True
20.0,2022,0,1,115004,5,1,True
20.0,2022,1,1,75700,5,1,True
20.0,2022,0,1,51138,3,1,True
,2022,0,1,908,0,0,True
,2022,0,2,75969,0,1,True
,2022,0,1,70,0,0,True
,2022,0,1,137182,6,1,True
21.0,2022,0,1,1587,0,0,True
21.0,2022,0,2,86140,0,1,True
21.0,2022,0,1,74054,3,1,True
21.0,2022,1,1,204,0,0,True
22.0,2022,1,1,177,0,0,True
22.0,2022,0,1,880,0,0,True
22.0,2022,0,2,313092,0,1,True
22.0,2022,0,2,66075,5,1,True
22.0,2022,0,2,429163,35,1,True
22.0,2022,1,1,2359,0,0,True
22.0,2022,0,2,2451698,17,2,True
22.0,2022,0,1,63105,4,1,True
22.0,2022,0,1,877227,44,1,True
22.0,2022,1,1,7758,0,0,True
22.0,2022,0,1,8972,0,0,True
23.0,2022,1,1,182,0,0,True
23.0,2022,0,1,47492,3,1,True
23.0,2022,1,1,150,0,0,True
23.0,2022,0,2,454027,31,1,True
23.0,2022,0,1,0,0,0,True
23.0,2022,0,1,37260,2,1,True
23.0,2022,0,1,466954,23,1,True
23.0,2022,1,1,9350,0,0,True
23.0,2022,0,1,66028,4,1,True
23.0,2022,1,1,0,0,0,True
24.0,2022,0,1,684,0,0,True
24.0,2022,1,1,30,0,0,True
24.0,2022,0,2,62392,0,1,True
24.0,2022,1,1,26,0,0,True
24.0,2022,0,1,3709,0,0,True
24.0,2022,1,1,3508,0,0,True
25.0,2022,1,1,128134,8,1,True
25.0,2022,0,1,4922,0,0,True
25.0,2022,1,1,592600,41,1,True
25.0,2022,0,2,114546,1,1,True
25.0,2022,0,1,17335,1,1,True
25.0,2022,0,1,21416,1,1,True
25.0,2022,1,1,20859,1,1,True
25.0,2022,0,1,2522,0,0,True
25.0,2022,1,1,15,0,0,True
